Add to Cart Browsing,Age Group,Browsing Frequency,Cart Abandonment Factors,Cart Completion Frequency,Gender,Improvement Areas,Personalized Recommendation Frequency,Product Search Method,Purchase Categories,Purchase Frequency,Recommendation Helpfulness,Review Helpfulness,Review Left,Review Reliability,Saveforlater Frequency,Search Result Exploration,Service Appreciation,Timestamp,Age,Customer Reviews Importance,Personalized Recommendation Frequency1,Rating Accuracy,Shopping Satisfaction
Maybe,16-25,Few times a month,Found a better price elsewhere,Sometimes,Female,Customer service responsiveness,Sometimes,Keyword,Beauty and Personal Care,Once a month,Sometimes,Sometimes,Yes,Moderately,Rarely,Multiple pages,Product recommendations,2023/06/12 2:51:24 PM GMT+5:30,25,3,3,3,3
Maybe,36-45,Few times a month,Changed my mind or no longer need the item,Sometimes,Prefer not to say,Product quality and accuracy,Sometimes,categories,Beauty and Personal Care,Few times a month,Sometimes,Sometimes,Yes,Occasionally,Always,First page,User-friendly website/app interface,2023/06/12 2:54:13 PM GMT+5:30,45,3,3,3,3
Maybe,56-65,Few times a month,Changed my mind or no longer need the item,Rarely,Male,Customer service responsiveness,Sometimes,Filter,Beauty and Personal Care,Once a week,Sometimes,Sometimes,Yes,Heavily,Sometimes,Multiple pages,Product recommendations,2023/06/12 3:27:59 PM GMT+5:30,60,3,3,3,3
Maybe,26-35,Few times a week,Changed my mind or no longer need the item,Sometimes,Male,Customer service responsiveness,Sometimes,categories,Groceries and Gourmet Food,Few times a month,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Wide product selection,2023/06/12 3:29:20 PM GMT+5:30,26,4,3,3,3
Yes,16-25,Few times a week,Found a better price elsewhere,Sometimes,Prefer not to say,Customer service responsiveness,Sometimes,Filter,Beauty and Personal Care,Few times a month,Sometimes,Sometimes,Yes,Moderately,Sometimes,Multiple pages,Competitive prices,2023/06/12 3:33:53 PM GMT+5:30,25,4,3,3,3
Maybe,36-45,Few times a week,High shipping costs,Sometimes,Female,Customer service responsiveness,Sometimes,categories,Beauty and Personal Care,Multiple times a week,Sometimes,Yes,Yes,Moderately,Sometimes,Multiple pages,Competitive prices,2023/06/12 3:35:24 PM GMT+5:30,45,2,4,3,4
Maybe,5-15,Few times a week,Found a better price elsewhere,Sometimes,Female,Customer service responsiveness,Yes,categories,Beauty and Personal Care,Multiple times a week,Sometimes,Yes,Yes,Moderately,Always,Multiple pages,Wide product selection,2023/06/12 3:37:14 PM GMT+5:30,12,3,3,4,4
No,56-65,Multiple times a day,Found a better price elsewhere,Sometimes,Prefer not to say,Customer service responsiveness,Sometimes,categories,Beauty and Personal Care,Few times a month,Sometimes,Yes,Yes,Occasionally,Often,Multiple pages,Product recommendations,2023/06/12 3:38:48 PM GMT+5:30,56,4,3,3,4
Maybe,36-45,Few times a week,Found a better price elsewhere,Often,Female,Customer service responsiveness,Yes,Filter,Beauty and Personal Care,Multiple times a week,Yes,Sometimes,Yes,Moderately,Sometimes,Multiple pages,Competitive prices,2023/06/12 3:40:25 PM GMT+5:30,45,3,3,3,2
Maybe,36-45,Few times a week,Found a better price elsewhere,Sometimes,Female,Product quality and accuracy,Sometimes,categories,Beauty and Personal Care,Once a week,Sometimes,Sometimes,Yes,Moderately,Often,Multiple pages,Product recommendations,2023/06/12 3:42:05 PM GMT+5:30,41,3,4,3,3
Maybe,16-25,Few times a week,Found a better price elsewhere,Often,Female,Customer service responsiveness,Sometimes,Keyword,Beauty and Personal Care,Once a week,Sometimes,Sometimes,Yes,Moderately,Sometimes,Multiple pages,Competitive prices,2023/06/12 3:44:16 PM GMT+5:30,23,3,3,3,3
Maybe,16-25,Few times a week,Found a better price elsewhere,Sometimes,Female,Customer service responsiveness,Yes,Keyword,Beauty and Personal Care,Multiple times a week,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Competitive prices,2023/06/12 3:45:27 PM GMT+5:30,23,3,4,3,3
Maybe,36-45,Few times a week,High shipping costs,Sometimes,Female,Reducing packaging waste,Sometimes,categories,Beauty and Personal Care,Multiple times a week,Sometimes,Sometimes,Yes,Moderately,Sometimes,Multiple pages,Product recommendations,2023/06/12 3:47:01 PM GMT+5:30,45,3,3,3,3
Maybe,16-25,Few times a week,High shipping costs,Sometimes,Female,Reducing packaging waste,Sometimes,categories,Beauty and Personal Care,Few times a month,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/12 3:48:11 PM GMT+5:30,25,3,4,4,4
Yes,16-25,Few times a week,Found a better price elsewhere,Sometimes,Male,Product quality and accuracy,Sometimes,categories,Beauty and Personal Care,Multiple times a week,Sometimes,Sometimes,Yes,Moderately,Always,Multiple pages,Product recommendations,2023/06/12 3:49:27 PM GMT+5:30,25,2,3,3,2
Maybe,16-25,Few times a week,High shipping costs,Sometimes,Female,Customer service responsiveness,Sometimes,Keyword,Clothing and Fashion,Few times a month,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/12 3:51:31 PM GMT+5:30,23,4,3,3,3
Maybe,16-25,Few times a week,Changed my mind or no longer need the item,Sometimes,Female,Customer service responsiveness,Sometimes,categories,Clothing and Fashion,Few times a month,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,User-friendly website/app interface,2023/06/12 3:52:33 PM GMT+5:30,23,3,3,3,3
Maybe,16-25,Few times a month,Changed my mind or no longer need the item,Rarely,Female,Customer service responsiveness,Sometimes,Filter,Clothing and Fashion,Once a month,Sometimes,Sometimes,No,Occasionally,Sometimes,Multiple pages,Competitive prices,2023/06/12 3:53:28 PM GMT+5:30,23,3,3,3,3
Maybe,16-25,Few times a week,Found a better price elsewhere,Sometimes,Female,Customer service responsiveness,Sometimes,Filter,Beauty and Personal Care,Once a week,Sometimes,Sometimes,Yes,Moderately,Sometimes,Multiple pages,Product recommendations,2023/06/12 3:54:44 PM GMT+5:30,23,3,3,3,3
Maybe,16-25,Few times a month,Changed my mind or no longer need the item,Sometimes,Prefer not to say,Customer service responsiveness,Sometimes,Keyword,Beauty and Personal Care;Home and Kitchen,Multiple times a week,Sometimes,Sometimes,Yes,Moderately,Always,Multiple pages,Competitive prices,2023/06/12 3:55:53 PM GMT+5:30,23,3,3,3,3
Maybe,16-25,Few times a month,Found a better price elsewhere,Often,Female,Customer service responsiveness,Sometimes,categories,Beauty and Personal Care,Multiple times a week,Sometimes,Sometimes,Yes,Moderately,Often,Multiple pages,Competitive prices,2023/06/12 3:56:57 PM GMT+5:30,23,2,3,3,5
Maybe,16-25,Few times a week,High shipping costs,Rarely,Female,Customer service responsiveness,Sometimes,categories,Groceries and Gourmet Food,Once a week,Sometimes,Sometimes,Yes,Moderately,Always,Multiple pages,Product recommendations,2023/06/12 3:57:52 PM GMT+5:30,23,3,4,3,4
Maybe,16-25,Few times a week,Found a better price elsewhere,Sometimes,Female,Product quality and accuracy,Sometimes,categories,Beauty and Personal Care,Once a month,Sometimes,Sometimes,Yes,Moderately,Rarely,Multiple pages,Product recommendations,2023/06/12 3:59:10 PM GMT+5:30,23,3,4,3,4
Maybe,16-25,Few times a week,Found a better price elsewhere,Sometimes,Female,Customer service responsiveness,Yes,Keyword,Beauty and Personal Care,Few times a month,Sometimes,Yes,Yes,Occasionally,Sometimes,First page,Competitive prices,2023/06/12 3:59:59 PM GMT+5:30,23,3,3,3,4
Maybe,16-25,Multiple times a day,Found a better price elsewhere,Sometimes,Female,Customer service responsiveness,Sometimes,categories,Beauty and Personal Care,Once a week,Sometimes,Sometimes,Yes,Heavily,Sometimes,Multiple pages,Product recommendations,2023/06/12 4:00:56 PM GMT+5:30,25,4,3,3,3
Maybe,16-25,Few times a week,Found a better price elsewhere,Sometimes,Female,Customer service responsiveness,Sometimes,categories,Beauty and Personal Care,Once a week,Sometimes,Sometimes,Yes,Moderately,Sometimes,Multiple pages,Competitive prices,2023/06/12 4:02:02 PM GMT+5:30,23,4,3,3,4
Maybe,16-25,Few times a week,Found a better price elsewhere,Sometimes,Female,Reducing packaging waste,Sometimes,Filter,Clothing and Fashion,Once a week,Sometimes,Sometimes,Yes,Heavily,Sometimes,Multiple pages,Product recommendations,2023/06/12 4:02:53 PM GMT+5:30,23,3,3,3,3
Maybe,16-25,Few times a week,High shipping costs,Sometimes,Female,Product quality and accuracy,Sometimes,categories,Beauty and Personal Care,Once a month,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Wide product selection,2023/06/12 4:03:59 PM GMT+5:30,23,3,3,2,3
Yes,16-25,Few times a month,others,Often,Female,Product quality and accuracy,Yes,Keyword,Beauty and Personal Care;Clothing and Fashion;others,Few times a month,Yes,Yes,No,Heavily,Sometimes,Multiple pages,Wide product selection,2023/06/12 9:57:20 PM GMT+5:30,23,1,2,2,2
Maybe,16-25,Multiple times a day,Found a better price elsewhere,Often,Female,Product quality and accuracy,Sometimes,Keyword,Clothing and Fashion,Once a week,Sometimes,Sometimes,Yes,Moderately,Sometimes,Multiple pages,Product recommendations,2023/06/16 9:16:05 AM GMT+5:30,23,3,3,3,3
